snapshot,run,cost,path,mean,std,time
5,1,0.018155455589294434,15 → 16 → 17 → 18 → 2 → 1,0.018155455589294434,0.0,3.1601078510284424
5,2,0.018155455589294434,15 → 16 → 17 → 18 → 2 → 1,0.018155455589294434,0.0,3.1601078510284424
5,3,0.018155455589294434,15 → 16 → 17 → 18 → 2 → 1,0.018155455589294434,0.0,3.1601078510284424
5,4,0.018155455589294434,15 → 16 → 17 → 18 → 2 → 1,0.018155455589294434,0.0,3.1601078510284424
5,5,0.018155455589294434,15 → 16 → 17 → 18 → 2 → 1,0.018155455589294434,0.0,3.1601078510284424
5,6,0.018155455589294434,15 → 16 → 17 → 18 → 2 → 1,0.018155455589294434,0.0,3.1601078510284424
5,7,0.018155455589294434,15 → 16 → 17 → 18 → 2 → 1,0.018155455589294434,0.0,3.1601078510284424
5,8,0.018155455589294434,15 → 16 → 17 → 18 → 2 → 1,0.018155455589294434,0.0,3.1601078510284424
5,9,0.018155455589294434,15 → 16 → 17 → 18 → 2 → 1,0.018155455589294434,0.0,3.1601078510284424
5,10,0.018155455589294434,15 → 16 → 17 → 18 → 2 → 1,0.018155455589294434,0.0,3.1601078510284424
5,11,0.018155455589294434,15 → 16 → 17 → 18 → 2 → 1,0.018155455589294434,0.0,3.1601078510284424
5,12,0.018155455589294434,15 → 16 → 17 → 18 → 2 → 1,0.018155455589294434,0.0,3.1601078510284424
5,13,0.018155455589294434,15 → 16 → 17 → 18 → 2 → 1,0.018155455589294434,0.0,3.1601078510284424
5,14,0.018155455589294434,15 → 16 → 17 → 18 → 2 → 1,0.018155455589294434,0.0,3.1601078510284424
5,15,0.018155455589294434,15 → 16 → 17 → 18 → 2 → 1,0.018155455589294434,0.0,3.1601078510284424
5,16,0.018155455589294434,15 → 16 → 17 → 18 → 2 → 1,0.018155455589294434,0.0,3.1601078510284424
5,17,0.018155455589294434,15 → 16 → 17 → 18 → 2 → 1,0.018155455589294434,0.0,3.1601078510284424
5,18,0.018155455589294434,15 → 16 → 17 → 18 → 2 → 1,0.018155455589294434,0.0,3.1601078510284424
5,19,0.018155455589294434,15 → 16 → 17 → 18 → 2 → 1,0.018155455589294434,0.0,3.1601078510284424
5,20,0.018155455589294434,15 → 16 → 17 → 18 → 2 → 1,0.018155455589294434,0.0,3.1601078510284424
5,21,0.018155455589294434,15 → 16 → 17 → 18 → 2 → 1,0.018155455589294434,0.0,3.1601078510284424
5,22,0.018155455589294434,15 → 16 → 17 → 18 → 2 → 1,0.018155455589294434,0.0,3.1601078510284424
5,23,0.018155455589294434,15 → 16 → 17 → 18 → 2 → 1,0.018155455589294434,0.0,3.1601078510284424
5,24,0.018155455589294434,15 → 16 → 17 → 18 → 2 → 1,0.018155455589294434,0.0,3.1601078510284424
5,25,0.018155455589294434,15 → 16 → 17 → 18 → 2 → 1,0.018155455589294434,0.0,3.1601078510284424
5,26,0.018155455589294434,15 → 16 → 17 → 18 → 2 → 1,0.018155455589294434,0.0,3.1601078510284424
5,27,0.018155455589294434,15 → 16 → 17 → 18 → 2 → 1,0.018155455589294434,0.0,3.1601078510284424
5,28,0.018155455589294434,15 → 16 → 17 → 18 → 2 → 1,0.018155455589294434,0.0,3.1601078510284424
5,29,0.018155455589294434,15 → 16 → 17 → 18 → 2 → 1,0.018155455589294434,0.0,3.1601078510284424
5,30,0.018155455589294434,15 → 16 → 17 → 18 → 2 → 1,0.018155455589294434,0.0,3.1601078510284424
