snapshot,run,cost,path,time_s,mean_cost,std_cost,total_aco_time_s
48,1,0.030893892765045165,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 7 → 16 → 15,0.21866321563720703,0.028168974844614666,0.004313978649667649,6.945150136947632
48,2,0.030893892765045165,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 7 → 16 → 15,0.21498942375183105,0.028168974844614666,0.004313978649667649,6.945150136947632
48,3,0.030893892765045165,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 7 → 16 → 15,0.21954965591430664,0.028168974844614666,0.004313978649667649,6.945150136947632
48,4,0.030893892765045165,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 7 → 16 → 15,0.27376842498779297,0.028168974844614666,0.004313978649667649,6.945150136947632
48,5,0.030893892765045165,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 7 → 16 → 15,0.21710824966430664,0.028168974844614666,0.004313978649667649,6.945150136947632
48,6,0.01856386661529541,1 → 2 → 18 → 19 → 20 → 11 → 12 → 13 → 14 → 15,0.18919777870178223,0.028168974844614666,0.004313978649667649,6.945150136947632
48,7,0.030893892765045165,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 7 → 16 → 15,0.23692798614501953,0.028168974844614666,0.004313978649667649,6.945150136947632
48,8,0.030893892765045165,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 7 → 16 → 15,0.26068663597106934,0.028168974844614666,0.004313978649667649,6.945150136947632
48,9,0.02514868974685669,1 → 2 → 18 → 19 → 20 → 11 → 12 → 13 → 8 → 7 → 16 → 15,0.2733123302459717,0.028168974844614666,0.004313978649667649,6.945150136947632
48,10,0.028532237529754638,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 13 → 14 → 15,0.292309045791626,0.028168974844614666,0.004313978649667649,6.945150136947632
48,11,0.01856386661529541,1 → 2 → 18 → 19 → 20 → 11 → 12 → 13 → 14 → 15,0.22520232200622559,0.028168974844614666,0.004313978649667649,6.945150136947632
48,12,0.030893892765045165,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 7 → 16 → 15,0.22646427154541016,0.028168974844614666,0.004313978649667649,6.945150136947632
48,13,0.028532237529754638,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 13 → 14 → 15,0.2340714931488037,0.028168974844614666,0.004313978649667649,6.945150136947632
48,14,0.02514868974685669,1 → 2 → 18 → 19 → 20 → 11 → 12 → 13 → 8 → 7 → 16 → 15,0.20916223526000977,0.028168974844614666,0.004313978649667649,6.945150136947632
48,15,0.030893892765045165,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 7 → 16 → 15,0.22054195404052734,0.028168974844614666,0.004313978649667649,6.945150136947632
48,16,0.02514868974685669,1 → 2 → 18 → 19 → 20 → 11 → 12 → 13 → 8 → 7 → 16 → 15,0.21368885040283203,0.028168974844614666,0.004313978649667649,6.945150136947632
48,17,0.030893892765045165,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 7 → 16 → 15,0.21125411987304688,0.028168974844614666,0.004313978649667649,6.945150136947632
48,18,0.030893892765045165,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 7 → 16 → 15,0.21786165237426758,0.028168974844614666,0.004313978649667649,6.945150136947632
48,19,0.030893892765045165,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 7 → 16 → 15,0.21503329277038574,0.028168974844614666,0.004313978649667649,6.945150136947632
