snapshot,run,cost,path,time_s,mean_cost,std_cost,total_aco_time_s
48,1,0.02514868974685669,1 → 2 → 18 → 19 → 20 → 11 → 12 → 13 → 8 → 7 → 16 → 15,0.4976162910461426,0.028438367875417075,0.0027938050251353984,21.413356065750122
48,2,0.02514868974685669,1 → 2 → 18 → 19 → 20 → 11 → 12 → 13 → 8 → 7 → 16 → 15,0.46077895164489746,0.028438367875417075,0.0027938050251353984,21.413356065750122
48,3,0.030893892765045165,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 7 → 16 → 15,0.5063128471374512,0.028438367875417075,0.0027938050251353984,21.413356065750122
48,4,0.030893892765045165,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 7 → 16 → 15,0.4495217800140381,0.028438367875417075,0.0027938050251353984,21.413356065750122
48,5,0.02514868974685669,1 → 2 → 18 → 19 → 20 → 11 → 12 → 13 → 8 → 7 → 16 → 15,0.4462728500366211,0.028438367875417075,0.0027938050251353984,21.413356065750122
48,6,0.030893892765045165,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 7 → 16 → 15,0.45040154457092285,0.028438367875417075,0.0027938050251353984,21.413356065750122
48,7,0.030893892765045165,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 7 → 16 → 15,0.5594744682312012,0.028438367875417075,0.0027938050251353984,21.413356065750122
48,8,0.02514868974685669,1 → 2 → 18 → 19 → 20 → 11 → 12 → 13 → 8 → 7 → 16 → 15,0.6713864803314209,0.028438367875417075,0.0027938050251353984,21.413356065750122
48,9,0.028532237529754638,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 13 → 14 → 15,0.7251195907592773,0.028438367875417075,0.0027938050251353984,21.413356065750122
48,10,0.030893892765045165,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 7 → 16 → 15,0.5700743198394775,0.028438367875417075,0.0027938050251353984,21.413356065750122
48,11,0.02514868974685669,1 → 2 → 18 → 19 → 20 → 11 → 12 → 13 → 8 → 7 → 16 → 15,0.6300055980682373,0.028438367875417075,0.0027938050251353984,21.413356065750122
