snapshot,run,cost,path,mean,std,time
5,1,0.023126840591430664,15 → 16 → 17 → 18 → 19 → 20 → 1,0.021882390975952147,0.0016714944025322048,1.6734724044799805
5,2,0.01938188076019287,15 → 14 → 4 → 3 → 2 → 1,0.021882390975952147,0.0016714944025322048,1.6734724044799805
5,3,0.023126840591430664,15 → 16 → 17 → 18 → 19 → 20 → 1,0.021882390975952147,0.0016714944025322048,1.6734724044799805
5,4,0.023126840591430664,15 → 16 → 17 → 18 → 19 → 20 → 1,0.021882390975952147,0.0016714944025322048,1.6734724044799805
5,5,0.019933462142944336,15 → 16 → 17 → 18 → 2 → 1,0.021882390975952147,0.0016714944025322048,1.6734724044799805
5,6,0.019933462142944336,15 → 16 → 17 → 18 → 2 → 1,0.021882390975952147,0.0016714944025322048,1.6734724044799805
5,7,0.01938188076019287,15 → 14 → 4 → 3 → 2 → 1,0.021882390975952147,0.0016714944025322048,1.6734724044799805
5,8,0.023126840591430664,15 → 16 → 17 → 18 → 19 → 20 → 1,0.021882390975952147,0.0016714944025322048,1.6734724044799805
5,9,0.019933462142944336,15 → 16 → 17 → 18 → 2 → 1,0.021882390975952147,0.0016714944025322048,1.6734724044799805
5,10,0.019933462142944336,15 → 16 → 17 → 18 → 2 → 1,0.021882390975952147,0.0016714944025322048,1.6734724044799805
5,11,0.023126840591430664,15 → 16 → 17 → 18 → 19 → 20 → 1,0.021882390975952147,0.0016714944025322048,1.6734724044799805
5,12,0.023126840591430664,15 → 16 → 17 → 18 → 19 → 20 → 1,0.021882390975952147,0.0016714944025322048,1.6734724044799805
5,13,0.023126840591430664,15 → 16 → 17 → 18 → 19 → 20 → 1,0.021882390975952147,0.0016714944025322048,1.6734724044799805
5,14,0.023126840591430664,15 → 16 → 17 → 18 → 19 → 20 → 1,0.021882390975952147,0.0016714944025322048,1.6734724044799805
5,15,0.01938188076019287,15 → 14 → 4 → 3 → 2 → 1,0.021882390975952147,0.0016714944025322048,1.6734724044799805
5,16,0.023126840591430664,15 → 16 → 17 → 18 → 19 → 20 → 1,0.021882390975952147,0.0016714944025322048,1.6734724044799805
5,17,0.023126840591430664,15 → 16 → 17 → 18 → 19 → 20 → 1,0.021882390975952147,0.0016714944025322048,1.6734724044799805
5,18,0.023126840591430664,15 → 16 → 17 → 18 → 19 → 20 → 1,0.021882390975952147,0.0016714944025322048,1.6734724044799805
5,19,0.023126840591430664,15 → 16 → 17 → 18 → 19 → 20 → 1,0.021882390975952147,0.0016714944025322048,1.6734724044799805
5,20,0.023126840591430664,15 → 16 → 17 → 18 → 19 → 20 → 1,0.021882390975952147,0.0016714944025322048,1.6734724044799805
5,21,0.019933462142944336,15 → 16 → 17 → 18 → 2 → 1,0.021882390975952147,0.0016714944025322048,1.6734724044799805
5,22,0.023126840591430664,15 → 16 → 17 → 18 → 19 → 20 → 1,0.021882390975952147,0.0016714944025322048,1.6734724044799805
5,23,0.023126840591430664,15 → 16 → 17 → 18 → 19 → 20 → 1,0.021882390975952147,0.0016714944025322048,1.6734724044799805
5,24,0.023126840591430664,15 → 16 → 17 → 18 → 19 → 20 → 1,0.021882390975952147,0.0016714944025322048,1.6734724044799805
5,25,0.019933462142944336,15 → 16 → 17 → 18 → 2 → 1,0.021882390975952147,0.0016714944025322048,1.6734724044799805
5,26,0.019933462142944336,15 → 16 → 17 → 18 → 2 → 1,0.021882390975952147,0.0016714944025322048,1.6734724044799805
5,27,0.01938188076019287,15 → 14 → 4 → 3 → 2 → 1,0.021882390975952147,0.0016714944025322048,1.6734724044799805
5,28,0.023126840591430664,15 → 16 → 17 → 18 → 19 → 20 → 1,0.021882390975952147,0.0016714944025322048,1.6734724044799805
5,29,0.023126840591430664,15 → 16 → 17 → 18 → 19 → 20 → 1,0.021882390975952147,0.0016714944025322048,1.6734724044799805
5,30,0.023126840591430664,15 → 16 → 17 → 18 → 19 → 20 → 1,0.021882390975952147,0.0016714944025322048,1.6734724044799805
