snapshot,run,cost,path,time_s,mean_cost,std_cost,total_aco_time_s
48,1,0.030893892765045165,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 7 → 16 → 15,1.8024353981018066,0.030444483216603594,0.014907240618976504,147.01551008224487
48,2,0.030893892765045165,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 7 → 16 → 15,2.0566234588623047,0.030444483216603594,0.014907240618976504,147.01551008224487
48,3,0.030893892765045165,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 7 → 16 → 15,2.2774503231048584,0.030444483216603594,0.014907240618976504,147.01551008224487
48,4,0.030893892765045165,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 7 → 16 → 15,3.294483184814453,0.030444483216603594,0.014907240618976504,147.01551008224487
48,5,0.028532237529754638,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 13 → 14 → 15,4.489396333694458,0.030444483216603594,0.014907240618976504,147.01551008224487
48,6,0.02514868974685669,1 → 2 → 18 → 19 → 20 → 11 → 12 → 13 → 8 → 7 → 16 → 15,5.131050109863281,0.030444483216603594,0.014907240618976504,147.01551008224487
48,7,0.01856386661529541,1 → 2 → 18 → 19 → 20 → 11 → 12 → 13 → 14 → 15,5.032074213027954,0.030444483216603594,0.014907240618976504,147.01551008224487
48,8,0.028532237529754638,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 13 → 14 → 15,5.350877046585083,0.030444483216603594,0.014907240618976504,147.01551008224487
48,9,0.028532237529754638,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 13 → 14 → 15,5.2210915088653564,0.030444483216603594,0.014907240618976504,147.01551008224487
48,10,0.028532237529754638,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 13 → 14 → 15,5.1517298221588135,0.030444483216603594,0.014907240618976504,147.01551008224487
48,11,0.028532237529754638,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 13 → 14 → 15,5.129613399505615,0.030444483216603594,0.014907240618976504,147.01551008224487
48,12,0.08274973630905151,1 → 2 → 18 → 17 → 16 → 15,5.36487889289856,0.030444483216603594,0.014907240618976504,147.01551008224487
48,13,0.030893892765045165,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 7 → 16 → 15,5.372158050537109,0.030444483216603594,0.014907240618976504,147.01551008224487
48,14,0.030893892765045165,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 7 → 16 → 15,5.149568319320679,0.030444483216603594,0.014907240618976504,147.01551008224487
48,15,0.01856386661529541,1 → 2 → 18 → 19 → 20 → 11 → 12 → 13 → 14 → 15,5.12868857383728,0.030444483216603594,0.014907240618976504,147.01551008224487
48,16,0.028532237529754638,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 13 → 14 → 15,6.003324508666992,0.030444483216603594,0.014907240618976504,147.01551008224487
48,17,0.028532237529754638,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 13 → 14 → 15,6.369946479797363,0.030444483216603594,0.014907240618976504,147.01551008224487
48,18,0.030893892765045165,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 7 → 16 → 15,5.651691198348999,0.030444483216603594,0.014907240618976504,147.01551008224487
48,19,0.028532237529754638,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 13 → 14 → 15,5.618912935256958,0.030444483216603594,0.014907240618976504,147.01551008224487
48,20,0.08274973630905151,1 → 2 → 18 → 17 → 16 → 15,5.963209867477417,0.030444483216603594,0.014907240618976504,147.01551008224487
48,21,0.028532237529754638,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 13 → 14 → 15,5.920969486236572,0.030444483216603594,0.014907240618976504,147.01551008224487
48,22,0.01856386661529541,1 → 2 → 18 → 19 → 20 → 11 → 12 → 13 → 14 → 15,4.731244802474976,0.030444483216603594,0.014907240618976504,147.01551008224487
48,23,0.028532237529754638,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 13 → 14 → 15,5.236980438232422,0.030444483216603594,0.014907240618976504,147.01551008224487
48,24,0.02514868974685669,1 → 2 → 18 → 19 → 20 → 11 → 12 → 13 → 8 → 7 → 16 → 15,5.14145827293396,0.030444483216603594,0.014907240618976504,147.01551008224487
48,25,0.028532237529754638,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 13 → 14 → 15,5.210003852844238,0.030444483216603594,0.014907240618976504,147.01551008224487
48,26,0.01856386661529541,1 → 2 → 18 → 19 → 20 → 11 → 12 → 13 → 14 → 15,4.9004065990448,0.030444483216603594,0.014907240618976504,147.01551008224487
48,27,0.030893892765045165,1 → 2 → 18 → 19 → 20 → 11 → 10 → 9 → 8 → 7 → 16 → 15,5.554796457290649,0.030444483216603594,0.014907240618976504,147.01551008224487
48,28,0.01856386661529541,1 → 2 → 18 → 19 → 20 → 11 → 12 → 13 → 14 → 15,4.882209539413452,0.030444483216603594,0.014907240618976504,147.01551008224487
48,29,0.01856386661529541,1 → 2 → 18 → 19 → 20 → 11 → 12 → 13 → 14 → 15,4.719135999679565,0.030444483216603594,0.014907240618976504,147.01551008224487
48,30,0.02514868974685669,1 → 2 → 18 → 19 → 20 → 11 → 12 → 13 → 8 → 7 → 16 → 15,5.1591010093688965,0.030444483216603594,0.014907240618976504,147.01551008224487
