snapshot,run,cost,path,mean,std,time
5,1,0.011816024780273438,15 → 5 → 4 → 3 → 10 → 11 → 20 → 1,0.011984815200169882,0.0004154608615595666,1.6895217895507812
5,2,0.011816024780273438,15 → 5 → 4 → 3 → 10 → 11 → 20 → 1,0.011984815200169882,0.0004154608615595666,1.6895217895507812
5,3,0.011816024780273438,15 → 5 → 4 → 3 → 10 → 11 → 20 → 1,0.011984815200169882,0.0004154608615595666,1.6895217895507812
5,4,0.011816024780273438,15 → 5 → 4 → 3 → 10 → 11 → 20 → 1,0.011984815200169882,0.0004154608615595666,1.6895217895507812
5,5,0.011816024780273438,15 → 5 → 4 → 3 → 10 → 11 → 20 → 1,0.011984815200169882,0.0004154608615595666,1.6895217895507812
5,6,0.012310683727264404,15 → 16 → 17 → 18 → 19 → 20 → 1,0.011984815200169882,0.0004154608615595666,1.6895217895507812
5,7,0.011816024780273438,15 → 5 → 4 → 3 → 10 → 11 → 20 → 1,0.011984815200169882,0.0004154608615595666,1.6895217895507812
5,8,0.012310683727264404,15 → 16 → 17 → 18 → 19 → 20 → 1,0.011984815200169882,0.0004154608615595666,1.6895217895507812
5,9,0.011816024780273438,15 → 5 → 4 → 3 → 10 → 11 → 20 → 1,0.011984815200169882,0.0004154608615595666,1.6895217895507812
5,10,0.011816024780273438,15 → 5 → 4 → 3 → 10 → 11 → 20 → 1,0.011984815200169882,0.0004154608615595666,1.6895217895507812
5,11,0.011816024780273438,15 → 5 → 4 → 3 → 10 → 11 → 20 → 1,0.011984815200169882,0.0004154608615595666,1.6895217895507812
5,12,0.013911783695220947,15 → 16 → 7 → 8 → 13 → 12 → 11 → 20 → 1,0.011984815200169882,0.0004154608615595666,1.6895217895507812
5,13,0.011816024780273438,15 → 5 → 4 → 3 → 10 → 11 → 20 → 1,0.011984815200169882,0.0004154608615595666,1.6895217895507812
5,14,0.012310683727264404,15 → 16 → 17 → 18 → 19 → 20 → 1,0.011984815200169882,0.0004154608615595666,1.6895217895507812
5,15,0.011816024780273438,15 → 5 → 4 → 3 → 10 → 11 → 20 → 1,0.011984815200169882,0.0004154608615595666,1.6895217895507812
5,16,0.011816024780273438,15 → 5 → 4 → 3 → 10 → 11 → 20 → 1,0.011984815200169882,0.0004154608615595666,1.6895217895507812
5,17,0.011816024780273438,15 → 5 → 4 → 3 → 10 → 11 → 20 → 1,0.011984815200169882,0.0004154608615595666,1.6895217895507812
5,18,0.011816024780273438,15 → 5 → 4 → 3 → 10 → 11 → 20 → 1,0.011984815200169882,0.0004154608615595666,1.6895217895507812
5,19,0.011816024780273438,15 → 5 → 4 → 3 → 10 → 11 → 20 → 1,0.011984815200169882,0.0004154608615595666,1.6895217895507812
5,20,0.011816024780273438,15 → 5 → 4 → 3 → 10 → 11 → 20 → 1,0.011984815200169882,0.0004154608615595666,1.6895217895507812
5,21,0.012310683727264404,15 → 16 → 17 → 18 → 19 → 20 → 1,0.011984815200169882,0.0004154608615595666,1.6895217895507812
5,22,0.011816024780273438,15 → 5 → 4 → 3 → 10 → 11 → 20 → 1,0.011984815200169882,0.0004154608615595666,1.6895217895507812
5,23,0.011816024780273438,15 → 5 → 4 → 3 → 10 → 11 → 20 → 1,0.011984815200169882,0.0004154608615595666,1.6895217895507812
5,24,0.011816024780273438,15 → 5 → 4 → 3 → 10 → 11 → 20 → 1,0.011984815200169882,0.0004154608615595666,1.6895217895507812
5,25,0.011816024780273438,15 → 5 → 4 → 3 → 10 → 11 → 20 → 1,0.011984815200169882,0.0004154608615595666,1.6895217895507812
5,26,0.011816024780273438,15 → 5 → 4 → 3 → 10 → 11 → 20 → 1,0.011984815200169882,0.0004154608615595666,1.6895217895507812
5,27,0.011816024780273438,15 → 5 → 4 → 3 → 10 → 11 → 20 → 1,0.011984815200169882,0.0004154608615595666,1.6895217895507812
5,28,0.012310683727264404,15 → 16 → 17 → 18 → 19 → 20 → 1,0.011984815200169882,0.0004154608615595666,1.6895217895507812
5,29,0.011816024780273438,15 → 5 → 4 → 3 → 10 → 11 → 20 → 1,0.011984815200169882,0.0004154608615595666,1.6895217895507812
5,30,0.012310683727264404,15 → 16 → 17 → 18 → 19 → 20 → 1,0.011984815200169882,0.0004154608615595666,1.6895217895507812
