snapshot,run,cost,mean,std
4,1,0.01754903793334961,0.017436647415161134,0.0002513128386958601
4,2,0.01754903793334961,0.017436647415161134,0.0002513128386958601
4,3,0.01754903793334961,0.017436647415161134,0.0002513128386958601
4,4,0.01754903793334961,0.017436647415161134,0.0002513128386958601
4,5,0.016987085342407227,0.017436647415161134,0.0002513128386958601
